Ns,tc_norm_mean,tc_norm_var
11000,0.25179614545454543,0.00012993610675926114
11200,0.25169686607142855,0.0001277845332619984
11400,0.25168166081871346,0.00012515368688494261
11600,0.2516632729885057,0.0001233530308392282
11800,0.2517730593220339,0.00012175165317626359
12000,0.2514645916666666,0.00011994360524973518
12200,0.2514696612021858,0.00011625305597606336
12400,0.25141723924731185,0.00011317186569121474
12600,0.25165062433862434,0.00011404692625209508
12800,0.2516070052083333,0.00011062042123341505
13000,0.25157135128205127,0.00011095864903630254
13200,0.25166218686868685,0.00010820245796865302
13400,0.25157202238805965,0.00010634271343976482
13600,0.25150780637254905,0.00010462782418208034
13800,0.2515062536231884,0.00010343776931633562
14000,0.25147527142857146,0.00010053266305591137
14200,0.2516683262910798,0.00010102912118137301
14400,0.2516590925925926,9.923117150681428e-5
14600,0.25161003424657535,9.895209347606575e-5
14800,0.25156879504504503,9.68438765799082e-5
15000,0.2515688022222222,9.475884443792077e-5
15200,0.25157739692982456,9.40577177737594e-5
15400,0.2514533874458874,9.306432430909088e-5
15600,0.25153546581196584,9.157837291703647e-5
15800,0.25165040084388185,9.050655013243627e-5
16000,0.25153333124999994,8.957556771857238e-5
16200,0.2514837736625514,8.864859213153301e-5
16400,0.25149293902439024,8.637554333691958e-5
16600,0.25154413855421687,8.58196671249786e-5
16800,0.2514792202380952,8.456514925163274e-5
17000,0.25150456666666665,8.395351369751157e-5
17200,0.25144506395348837,8.277661187945719e-5
17400,0.25165587931034483,8.175093263901724e-5
17600,0.25163691666666665,8.176926145018654e-5
17800,0.251520011235955,7.97146688173282e-5
18000,0.2516209166666667,7.985986594949254e-5
18200,0.25149151282051285,7.774106323222353e-5
18400,0.25153551992753626,7.741659147365074e-5
18600,0.25155318817204303,7.690820543107592e-5
18800,0.25151994680851064,7.608277462896718e-5
19000,0.2515708157894737,7.39689580504484e-5
19200,0.25147947569444445,7.485004858088972e-5
19400,0.25154721477663233,7.228922539809735e-5
19600,0.2515248639455782,7.33707898887018e-5
19800,0.25146936195286196,7.208325570516048e-5
20000,0.2514470733333334,7.14455782872318e-5
20200,0.251474798679868,7.050380396579079e-5
20400,0.25141369934640523,7.028736380725272e-5
20600,0.2516799190938511,6.898278838193551e-5
20800,0.25160891506410255,6.824788514849893e-5
21000,0.25147662380952385,6.771079810866711e-5
21200,0.2514859811320755,6.69641408662833e-5
21400,0.2514964890965732,6.695391254427282e-5
21600,0.25137886419753086,6.560107969244456e-5
21800,0.2514587951070336,6.580232251813961e-5
22000,0.2515867878787879,6.51515037682156e-5
22200,0.2515696576576577,6.449022167925037e-5
22400,0.2514790178571429,6.368076194854881e-5
22600,0.25144847640117995,6.279012921507587e-5
22800,0.2514977558479532,6.283491257310702e-5
23000,0.2514664246376812,6.231613906162131e-5
23200,0.2514218017241379,6.204312054349988e-5
23400,0.2514349772079772,6.0538141668147084e-5
23600,0.25154873305084746,6.075351898278947e-5
23800,0.25151391036414567,6.041767613129572e-5
24000,0.25159477916666667,5.876805205991241e-5
24200,0.251545608815427,5.889977494968855e-5
24400,0.2514837923497268,5.8513264996020035e-5
24600,0.2514679119241192,5.751269924169035e-5
24800,0.25149615994623653,5.65198577703179e-5
25000,0.25148534133333333,5.647904503832616e-5
25200,0.2515528346560847,5.666266512436105e-5
25400,0.25149316272965877,5.6081141138409256e-5
25600,0.25153821354166667,5.5497551183319615e-5
25800,0.25150899870801036,5.503382787875107e-5
26000,0.25151231410256414,5.4449998421997035e-5
26200,0.2514324592875318,5.4325025012360204e-5
26400,0.2514522803030303,5.428996106185251e-5
26600,0.25151295488721803,5.392617413500721e-5
26800,0.2515179017412935,5.3523885122596774e-5
27000,0.2515587703703704,5.250962750302926e-5
27200,0.2515332230392157,5.2156368086975207e-5
27400,0.2514421240875912,5.293968658203679e-5
27600,0.2515124734299517,5.152320329802961e-5
27800,0.2515476942446043,5.1464859348963965e-5
28000,0.25145104761904763,5.081845603130081e-5
28200,0.2514239669030733,5.059917474201451e-5
28400,0.25146833802816904,5.053315349141539e-5
28600,0.25156623193473193,5.0014283929371014e-5
28800,0.2515267037037037,4.973574468355907e-5
29000,0.2515013206896552,4.932628265545038e-5
29200,0.2515101689497717,4.9797520934044685e-5
29400,0.2514844693877551,4.8268448424625556e-5
29600,0.25143810585585585,4.827052365830728e-5
29800,0.25150201118568233,4.8488320593970513e-5
30000,0.25148270333333334,4.7776283405139435e-5
30200,0.25146093708609274,4.7205187998222376e-5
30400,0.25147057785087723,4.739098947971507e-5
30600,0.2515365522875817,4.620831953360454e-5
30800,0.25145905735930735,4.634298146307351e-5
31000,0.25146152903225805,4.6245555849336504e-5
31200,0.25138986431623933,4.531155692856753e-5
31400,0.2513285477707006,4.524545043529525e-5
31600,0.2514763976793249,4.5223119724990634e-5
31800,0.2515601698113208,4.5116802609623524e-5
32000,0.251471475,4.425861512717091e-5
32200,0.2514789099378882,4.484886753968853e-5
32400,0.2514711244855967,4.385167951371275e-5
32600,0.2514838333333333,4.447978870162618e-5
32800,0.2514781097560975,4.3352834405158345e-5
33000,0.25152396464646465,4.319704998673407e-5
33200,0.25152568975903616,4.2937221590301744e-5
33400,0.251467879241517,4.249358346185274e-5
33600,0.2515104533730159,4.268515259720577e-5
33800,0.25148331656804734,4.194543682669107e-5
34000,0.25144643039215686,4.1603792782249795e-5
34200,0.251385395711501,4.166887923974843e-5
34400,0.2513793769379845,4.0955234402507804e-5
34600,0.2515320655105973,4.1068208496997086e-5
34800,0.251563525862069,4.0715359324604094e-5
35000,0.2514729438095238,4.074532763674345e-5
35200,0.25148243939393944,4.0836535270212635e-5
35400,0.2514692354048964,3.9861632337904366e-5
35600,0.25143156179775283,4.016312422117138e-5
35800,0.25145630446927375,3.9803201833611576e-5
36000,0.25138882407407404,3.9578815843158424e-5
36200,0.25146582504604054,3.964277736013936e-5
36400,0.25144208241758237,3.9565284396057585e-5
36600,0.2515418879781421,3.926175000750345e-5
36800,0.25145022735507244,3.919035196425573e-5
37000,0.2514839414414414,3.900248583838032e-5
37200,0.25147622580645157,3.8186620815329066e-5
37400,0.2514267647058824,3.797392873646561e-5
37600,0.2514377677304964,3.732377387530229e-5
37800,0.25155688095238093,3.7455652068195195e-5
38000,0.25143188245614034,3.735486970547834e-5
38200,0.25147638307155323,3.749236591694323e-5
38400,0.25142565364583336,3.724095838323056e-5
38600,0.2514135146804836,3.6901769758417134e-5
38800,0.2514859286941581,3.631594496599347e-5
39000,0.2514560230769231,3.6721376335154625e-5
39200,0.25141833673469394,3.6002182327464506e-5
39400,0.2514750423011844,3.6093980488164626e-5
39600,0.25155138973063973,3.6454277231901315e-5
39800,0.25152290452261306,3.615273864606375e-5
40000,0.2514353141666667,3.538105217387176e-5
