Ns,tc_norm_mean,tc_norm_var
1000,0.24667596666666666,0.0014793155462504307
1200,0.24757216666666668,0.001231551491836765
1400,0.2482045238095238,0.0010392303960585533
1600,0.2485733125,0.0009080571881211145
1800,0.2487635,0.0008203946590946037
2000,0.24964791666666666,0.0007295098459879218
2200,0.24928898484848483,0.0006543867317778821
2400,0.24974220833333335,0.0006026648649243169
2600,0.24972676923076925,0.0005610513050395565
2800,0.24968814285714283,0.0005221424968111181
3000,0.25000443333333333,0.0004842688078243349
3200,0.2498983229166667,0.0004537319508826293
3400,0.25007013725490196,0.0004162246873323305
3600,0.25020649074074075,0.00039854218695141344
3800,0.2502044736842105,0.00037890691030882933
4000,0.250227775,0.0003586159494976916
4200,0.2502401904761905,0.00034573630851338283
4400,0.25032167424242424,0.00032157390286970773
4600,0.2502329202898551,0.00031389106467122736
4800,0.25034470833333333,0.00029844647449648785
5000,0.2505497666666667,0.00028524770353567343
5200,0.2505402692307692,0.00027829295511674847
5400,0.2505887592592593,0.0002646941415483168
5600,0.25050625,0.0002589403312274525
5800,0.2506857528735632,0.0002478659788381835
6000,0.25062802222222225,0.00023851191255955443
6200,0.2505329946236559,0.0002316540486958017
6400,0.25065017708333337,0.00022343855071981132
6600,0.25080239393939396,0.00021682531832083418
6800,0.25072160294117646,0.00021167162533712196
7000,0.2507496857142857,0.00020373747278297033
7200,0.2509298657407408,0.00019855549509827195
7400,0.2507753288288288,0.000193434840062216
7600,0.2507706754385965,0.00019085706923925783
7800,0.2508278717948718,0.0001838590157460651
8000,0.25090100000000004,0.0001772027838844628
8200,0.2509031016260163,0.00017641202541094367
8400,0.250994253968254,0.00016823926467894108
8600,0.25094215891472865,0.00016658540384840244
8800,0.25087314393939397,0.000162733867126092
9000,0.2509850259259259,0.00015873658921896846
9200,0.25098408695652175,0.00015483602439047908
9400,0.25089368439716314,0.0001548096532250361
9600,0.2511066215277778,0.00014990534983196153
9800,0.250757768707483,0.0001452986036336803
10000,0.25106871666666664,0.00014501400615326069
10200,0.250963,0.00014103940779738156
10400,0.25111352884615384,0.0001400713143302077
10600,0.25094222327044025,0.00013472571619314055
10800,0.2510565339506173,0.0001313529329722418
11000,0.25104105454545456,0.00013062802361268793
11200,0.250967125,0.00012837688851501257
11400,0.2509728947368421,0.00012790306962473798
11600,0.251105275862069,0.0001233389495159153
11800,0.2509397005649717,0.00012237697524166888
12000,0.25107840277777776,0.00011978796839042011
12200,0.2510999480874317,0.00011492641373183428
12400,0.25106122043010753,0.00011471680782904926
12600,0.25113442592592594,0.00011361465555914236
12800,0.25103313020833334,0.00011313941296087367
13000,0.2510498564102564,0.00010962458111433431
13200,0.251089303030303,0.00010896474773003606
13400,0.25101367164179106,0.00010674989053670913
13600,0.25105836519607844,0.00010439379471428723
13800,0.2509594734299517,0.00010363204038185903
14000,0.25112920714285714,0.00010250130334679523
14200,0.25097289201877937,0.00010135226024261423
14400,0.25113749074074077,0.00010086121425232349
14600,0.25115653424657536,9.916344962878008e-5
14800,0.25116953153153154,9.854301211274043e-5
15000,0.25109382222222226,9.629845800588415e-5
15200,0.2510956907894737,9.341496428985594e-5
15400,0.2510200800865801,9.203635295213257e-5
15600,0.25106441452991457,9.31385854009985e-5
15800,0.25106139240506326,8.985092044327558e-5
16000,0.25116351875,9.021551398448959e-5
16200,0.25110933950617287,8.790931352049237e-5
16400,0.25114692073170736,8.747839213772188e-5
16600,0.2511745120481928,8.56511159981159e-5
16800,0.2510624206349206,8.562669362063896e-5
17000,0.25117288039215685,8.36171442448274e-5
17200,0.2511782558139535,8.296817070304002e-5
17400,0.2512298084291188,8.25457252708911e-5
17600,0.2512596382575758,8.026712995890827e-5
17800,0.2511423370786517,8.01032793896227e-5
18000,0.2512026648148148,7.780054120898338e-5
18200,0.25115961355311356,7.908814591810778e-5
18400,0.25107848369565217,7.775858162030298e-5
18600,0.25115247670250895,7.733987569654127e-5
18800,0.2511396489361702,7.592935826142898e-5
19000,0.2511764771929824,7.475003832702702e-5
19200,0.2511892934027778,7.464809958277243e-5
19400,0.2512615378006873,7.391303374150154e-5
19600,0.25118434013605445,7.306265287263936e-5
19800,0.2511672744107744,7.219926091336046e-5
20000,0.251190975,7.216048064872996e-5
20200,0.25112687623762375,7.090849753382307e-5
20400,0.25113226960784313,6.965472419448615e-5
20600,0.2512157686084142,6.893013871027977e-5
20800,0.25117686217948715,6.87607004331008e-5
21000,0.2511398650793651,6.769689001418465e-5
21200,0.2511848474842767,6.718277133463238e-5
21400,0.25118268535825544,6.797947424749562e-5
21600,0.2511914969135802,6.600220996140163e-5
21800,0.2511438516819572,6.542264578249223e-5
22000,0.2512431227272727,6.425319420077777e-5
22200,0.25119822822822824,6.488976856993539e-5
22400,0.25125313095238094,6.346397242521464e-5
22600,0.2513232463126844,6.287906925949445e-5
22800,0.2511597192982456,6.352707676713261e-5
23000,0.25119564202898553,6.203050889335672e-5
23200,0.25117002155172413,6.199829113113843e-5
23400,0.25115674074074074,6.154567805764628e-5
23600,0.2511527895480226,6.061867531818994e-5
23800,0.2512807549019608,5.975945745304277e-5
24000,0.2511767416666667,5.9362477475105656e-5
24200,0.25123542286501377,5.9799953294117766e-5
24400,0.2512634603825136,5.900054065373613e-5
24600,0.2512068509485095,5.861051536755825e-5
24800,0.25110163306451616,5.727305978013284e-5
25000,0.2511612213333333,5.679194586654044e-5
25200,0.2511637169312169,5.59947789725112e-5
25400,0.2512670223097113,5.5751551033471357e-5
25600,0.2512176575520833,5.6041198643794245e-5
25800,0.2512282868217054,5.5986767036757124e-5
26000,0.25126993205128206,5.478201536828184e-5
26200,0.25127767557251907,5.381719556336181e-5
26400,0.25126564015151515,5.4017466732730435e-5
26600,0.2512872543859649,5.4646509918429745e-5
26800,0.2512242947761194,5.315994496280584e-5
27000,0.25140804567901237,5.33233405946804e-5
27200,0.25127342401960784,5.2746275304470694e-5
27400,0.25130686131386865,5.328037947580652e-5
27600,0.2512623876811594,5.145868980182925e-5
27800,0.251252175059952,5.1645733493872815e-5
28000,0.2512182488095238,5.104025311013627e-5
28200,0.2513044326241135,5.032028234458913e-5
28400,0.25123838967136153,5.031676931541881e-5
28600,0.25127785431235433,5.00378445447736e-5
28800,0.2513143425925926,5.018757088705083e-5
29000,0.25126005172413796,4.906169588659297e-5
29200,0.2512285114155251,4.8749019513177285e-5
29400,0.2512343015873016,4.8522599403160984e-5
29600,0.2513075045045045,4.8229374958631244e-5
29800,0.25129148545861296,4.8577103311888794e-5
30000,0.2512837711111111,4.7279038368888835e-5
30200,0.25121753752759385,4.7264197176087266e-5
30400,0.25127640021929826,4.6925724062193986e-5
30600,0.2513024008714597,4.6737198537695246e-5
30800,0.2512847196969697,4.6133169218305994e-5
31000,0.25130453870967745,4.659497024875855e-5
31200,0.2512268782051282,4.611311252908792e-5
31400,0.2512160488322717,4.526676918196848e-5
31600,0.2512796508438819,4.543707834124189e-5
31800,0.25127283752620544,4.447632237947502e-5
32000,0.251249771875,4.5412893561338114e-5
32200,0.251346149068323,4.439387150256963e-5
32400,0.25132013168724276,4.437500543716578e-5
32600,0.2513019764826176,4.365893329125143e-5
32800,0.25123492174796747,4.299745270343431e-5
33000,0.25126925959595964,4.3235829445014756e-5
33200,0.25124764156626506,4.303801768211127e-5
33400,0.2512683982035928,4.284558613355824e-5
33600,0.2513321428571429,4.3254017917849716e-5
33800,0.2512235976331361,4.164276746934829e-5
34000,0.25128707156862745,4.1814008945464456e-5
34200,0.25121919785575053,4.162215752387325e-5
34400,0.25125933527131783,4.1366968637818694e-5
34600,0.25121365317919075,4.0606405454897545e-5
34800,0.25121372796934865,4.0704073819401094e-5
35000,0.25130208666666665,4.081133724822028e-5
35200,0.2513239621212121,3.996172281262107e-5
35400,0.25128830508474576,3.956696869414091e-5
35600,0.2513164878277154,4.0453627419023596e-5
35800,0.2512523379888268,3.9812992708646085e-5
36000,0.2512792101851852,4.0179646040319835e-5
36200,0.2512265966850829,3.937631362649768e-5
36400,0.251309141025641,3.843695989841841e-5
36600,0.2512683861566485,3.901188112955878e-5
36800,0.2512972092391304,3.8855923098480744e-5
37000,0.25126943693693693,3.8748882145089434e-5
37200,0.25128234498207885,3.866730349962523e-5
37400,0.2512698226381461,3.865240144120522e-5
37600,0.2513178164893617,3.748762698542013e-5
37800,0.25125661022927687,3.7790779396263155e-5
38000,0.25132841140350876,3.797357394729332e-5
38200,0.25129750349040136,3.689995953539557e-5
38400,0.25130700694444447,3.710752764417475e-5
38600,0.2513056243523316,3.7159798942292235e-5
38800,0.2513109905498282,3.675220037621119e-5
